"style-scope src","yt-simple-endpoint href","style-scope","Account name","yt-simple-endpoint href 2","yt-core-attributed-string","style-scope 2"
"","https://www.youtube.com/@biggrizzle98","@biggrizzle98","4 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgyTk8Ze0-rc5RgzEZ54AaABAg","“The french live a lot longer because of their dark chocolate” then goes into say “you cannot make health claims which aren’t proven” righto Janine.","69"
"","https://www.youtube.com/@johnsweeney6072","@johnsweeney6072","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgyWQYVPd8i7wPubbK94AaABAg","Poor old Rory he really stuck his neck out on that one.","91"
"","https://www.youtube.com/@msstarlight4770","@msstarlight4770","5 years ago (edited)","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgyezT4xG3WUF0KWcIp4AaABAg&pp=0gcJCSIANpG00pGi","I tried a similar chocolate once, it was pretty disgusting, so I'm glad somebody has improved the recipe! But what on earth was Janine thinking when she told them the French live a lot longer because of their chocolate, & in the next breath tells them not to make false health claims.","156"
"","https://www.youtube.com/@FreekToTakex","@FreekToTakex","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugzf-5vsQ0shmHGlINt4AaABAg","Never seen Aussie shark tank before. Man those sharks are shitty...","216"
"","https://www.youtube.com/@freddiejoseph4852","@freddiejoseph4852","3 years ago (edited)","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugy1zJ_wrF-QCexLdat4AaABAg","The sharks messed up on this one by asking questions and not listening to the answers. They missed out on what could have been a great opportunity","29"
"","https://www.youtube.com/@abc-ni9uw","@abc-ni9uw","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgynQt-XrEIJnyxMdYV4AaABAg","The lads necks size have certainly reached their 'peak'","90"
"https://yt3.ggpht.com/ytc/AIdro_k39uugtA3v2XgmDZjTQql46xHDbULnLd3F26D3BPree0w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@roofthetruth","@roofthetruth","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugw7tsLSKvBn9z6JipV4AaABAg&pp=0gcJCSIANpG00pGi","""So I'm guessing before the chocolate your mass pull up was like 1 or maybe 2, and you just did 5!""  shots fired and a good sales pitch i love it!","158"
"https://yt3.ggpht.com/ytc/AIdro_nsruIRqfcMl9AJ9-GSu57RXPwcczl_xOWyzT96qnaApNQ-M3s6Upf5zZJKrA0rVul9Zw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@mayonasal_spray","@mayonasal_spray","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugxo03NlA8nO2hjgowF4AaABAg","It’s so encouraging to see people from minority groups breaking through prejudice and chasing their dreams! All the other giraffes out there: you can do this too!!!!","368"
"https://yt3.ggpht.com/ytc/AIdro_nwFSGMlVlVgSxosb8mLLQiLmOUnyrj3ef7nLiLABI=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@kayz1553","@kayz1553","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=Ugz7YCoXDWhLli1-WAV4AaABAg","'Did you scientifically prove that water hydrates you'

Jheez.","46"
"https://yt3.ggpht.com/ELmZi6MDaOQ5hm1yORdW5PYBe0nucjyZ22LZYHK4iJdt1_gBieHwcjhhY5b5ZjOBjARcsafN=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Carlie_flower","@Carlie_flower","4 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgyBuXKsMLq0EZwDxI94AaABAg","""We've done research, you're the least liked""
He's my favorite...","22"
"https://yt3.ggpht.com/ytc/AIdro_leQvtLPU6aVUaG9zeNrspdqh3A8vQBtn5Tp-JocMd7nb4=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@GhostKillerEntertainment","@GhostKillerEntertainment","5 years ago","https://www.youtube.com/watch?v=BUlWHOf9FIE&lc=UgxZJoSlNp4pH-oPFy14AaABAg","There’s a bar here in the US called Awake Chocolate that’s also the same, but I’d give their product a try though!","740"
